V1 V2 V3
NKRF NKRF 1
NKRF TFAM 1
NKRF AHRR 0.0434782608695652
NKRF ARID1B -0.0628651739796473
NKRF BHLHE40 -0.0628516931004456
NKRF E2F5 -0.0403201410713691
NKRF EBF1 0.0434782608695652
NKRF HOXA10 0.0434782608695652
NKRF HOXB13 -0.0627443982071613
NKRF IRF4 0.0628593796651424
NKRF MNT 0.0628377613230324
NKRF NFKB2 0.00237608706547247
NKRF NR3C1 -0.0628326734290921
NKRF PAX5 0.0434782608695652
NKRF PITX3 0.0434782608695652
NKRF TBX21 0.0434782608695652
NKRF TEAD4 -0.0434782608695652
NKRF TGFB1I1 0.0434782608695652
NKRF ZBTB32 -0.0434782608695652
NKRF DOT1L 0.0434782608695652
NKRF HDAC1 -0.0434782608695652
NKRF NEUROG1 0.0434782608695652
NKRF SP1 0.0434782608695652
NKRF SRSF2 -0.0457633265089639
NKRF STAT1 0.0434782608695652
NKRF ARID4A 0.0434782608695652
NKRF ELF2 0.0434782608695652
NKRF ETS1 0.0434782608695652
NKRF ETV3 -0.0434782608695652
NKRF EWSR1 -0.00361531427719655
NKRF HDAC3 -0.0434782608695652
NKRF HHEX 0.0434782608695652
NKRF HOXB9 -0.0434782608695652
NKRF ING4 0.0434782608695652
NKRF NANOG -0.0211402742241646
NKRF NR2E1 -0.0434782608695652
NKRF SIN3A 0.0434782608695652
NKRF SIX1 0.0434782608695652
NKRF BHLHE41 -0.0783588500488047
NKRF ERF 0.0434782608695652
NKRF MAFA -0.00109855035855216
NKRF ZNF804A -0.00143816597104989
NKRF FOXC1 0.0434782608695652
NKRF FOXF2 -0.062396012758222
NKRF MBD1 -0.0788079430429686
NKRF MYOD1 -0.0434782608695652
NKRF RUNX3 -0.0434782608695652
NKRF STOX1 -0.0250086311817952
NKRF ZGPAT -0.0434782608695652
NKRF FHL2 -0.0434782608695652
NKRF FOXH1 -0.0434782608695652
NKRF FOXO4 -0.0628692104864038
NKRF HEY2 -0.0434782608695652
NKRF KLF1 -0.00491717915604684
NKRF KLF3 -0.0434782608695652
NKRF MAX 0.00105177920902878
NKRF MEIS2 0.0434782608695652
NKRF MXI1 -0.0434782608695652
NKRF NFIA 0.0628694447615243
NKRF NUPR1 0.0434782608695652
NKRF RELB 0.0434782608695652
NKRF SALL3 0.0434782608695652
NKRF SMAD2 -0.0434782608695652
NKRF TBX1 -0.0434782608695652
NKRF TP53 -0.0628692485750497
NKRF CREB5 -0.0434782608695652
NKRF HOPX -0.0434782608695652
NKRF HOXB7 -0.0434782608695652
NKRF KMT2B -0.0624887604615899
NKRF MYBL2 -0.0202793485411528
NKRF NAB2 0.0625196557024964
NKRF NR4A1 0.0434782608695652
NKRF SMARCA1 -0.0434782608695652
NKRF ZHX2 -0.0628687891035344
NKRF FOXJ1 0.0434782608695652
NKRF HIC1 0.0434782608695652
NKRF KCNIP3 0.0434782608695652
NKRF SOX17 -0.0434782608695652
NKRF ETV2 -0.0625622896633779
NKRF FGF2 0.0628193067161921
NKRF HDGF 0.062748410073026
NKRF HSF4 0.0472164444387088
NKRF HTATIP2 -0.0434782608695652
NKRF KLF15 0.0434782608695652
NKRF KLF6 0.0434782608695652
NKRF MLXIP 0.0434782608695652
NKRF TBXT 0.0434782608695652
NKRF ZNF202 -0.0434782608695652
NKRF ZNF354C -0.0434782608695652
NKRF CEBPZ -0.0434782608695652
NKRF ELF1 -0.0434782608695652
NKRF KLF9 0.0434782608695652
NKRF MITF -0.0628623446597736
NKRF NEUROD1 0.0434782608695652
NKRF NFE2 -0.0628542766532628
NKRF NFE2L3 -0.0434782608695652
NKRF OTX2 -0.0434782608695652
NKRF SOX5 -0.0434782608695652
NKRF ZNF91 0.0434782608695652
NKRF ARID3A 0.000724932874590119
NKRF E2F1 -0.0434782608695652
NKRF E2F2 -0.0434782608695652
NKRF E2F3 -0.00192938401783724
NKRF PLAGL1 0.0434782608695652
NKRF TFDP1 0.00129493824916953
NKRF TFDP2 -0.0434782608695652
NKRF BTG2 0.0434782608695652
NKRF FEV 0.0434782608695652
NKRF NFE2L2 -0.0434782608695652
NKRF NR5A1 -0.0434782608695652
NKRF PLAGL2 -0.0434782608695652
NKRF SFPQ -0.0434782608695652
NKRF SOX11 0.0434782608695652
NKRF SRF -0.0434782608695652
NKRF TCF12 -0.0434782608695652
NKRF AHR 0.0434782608695652
NKRF ATF2 0.0434782608695652
NKRF ATF3 0.0628596591947803
NKRF CEBPA 0.0434782608695652
NKRF CEBPD 0.0434782608695652
NKRF CREB3 0.0434782608695652
NKRF ELF4 -0.0434782608695652
NKRF GFI1B 0.0434782608695652
NKRF HLX -0.0434782608695652
NKRF HOXA1 0.0434782608695652
NKRF MEF2A -0.0434782608695652
NKRF MYBL1 0.0627479606040718
NKRF POU2AF1 0.0628156035298604
NKRF POU2F2 0.0434782608695652
NKRF POU4F1 0.0434782608695652
NKRF SPDEF 0.0627530247605153
NKRF TOX3 0.062500425291953
NKRF VDR -0.0434782608695652
NKRF CREBZF -0.0434782608695652
NKRF HOXD13 -0.0434782608695652
NKRF MLXIPL 0.000832498547683822
NKRF NOTCH1 -0.0434782608695652
NKRF SIRT1 -0.00633322339281727
NKRF TWIST2 -0.0434782608695652
NKRF ZFPM2 0.0434782608695652
NKRF ENO1 0.0434782608695652
NKRF BATF -0.0434782608695652
NKRF CTCFL -0.0434782608695652
NKRF ETV6 0.0434782608695652
NKRF FOXI1 -0.0434782608695652
NKRF HDAC7 0.0273646372465577
NKRF HOXD1 0.0434782608695652
NKRF IKZF1 0.0434782608695652
NKRF POU2F1 0.0434782608695652
NKRF PRDM1 -0.0434782608695652
NKRF PTF1A 0.0434782608695652
NKRF RREB1 -0.0434782608695652
NKRF ZBTB4 0.0434782608695652
NKRF ASCL2 0.0434782608695652
NKRF ATF5 0.0434782608695652
NKRF E2F7 0.0434782608695652
NKRF GATA1 -0.0434782608695652
NKRF NFKB 0.0434782608695652
NKRF ZBTB33 -0.0434782608695652
NKRF ZNF384 0.0434782608695652
NKRF RARA -0.0434782608695652
NKRF TFDP3 0.0434782608695652
NKRF EGR4 -0.0434782608695652
NKRF JDP2 -0.0434782608695652
NKRF MAFB -0.0434782608695652
NKRF RUNX1 -0.0434782608695652
NKRF ARNT -0.0434782608695652
NKRF FOXO1 -0.0434782608695652
NKRF GTF3A 0.0434782608695652
NKRF HCFC1 0.00390507223595306
NKRF HIF1A 0.0434782608695652
NKRF LHX8 -0.0434782608695652
NKRF MECP2 0.0434782608695652
NKRF NEUROG2 -0.0434782608695652
NKRF PARK7 0.0434782608695652
NKRF SOX6 -0.0434782608695652
NKRF TBPL2 0.0434782608695652
NKRF CREB1 0.0434782608695652
NKRF DBP 0.0434782608695652
NKRF NCOA2 0.0434782608695652
NKRF RB1 0.0434782608695652
NKRF RBPJ 0.0434782608695652
NKRF FOXM1 -0.0434782608695652
NKRF NFIL3 0.0434782608695652
NKRF NKX2-1 -0.0434782608695652
NKRF PLAG1 0.0434782608695652
TFAM TFAM 1
TFAM AHRR 0.0434782608695652
TFAM ARID1B -0.0628651739796473
TFAM BHLHE40 -0.0628516931004456
TFAM E2F5 -0.0403201410713691
TFAM EBF1 0.0434782608695652
TFAM HOXA10 0.0434782608695652
TFAM HOXB13 -0.0627443982071614
TFAM IRF4 0.0628593796651424
TFAM MNT 0.0628377613230324
TFAM NFKB2 0.00237608706547247
TFAM NR3C1 -0.0628326734290921
TFAM PAX5 0.0434782608695652
TFAM PITX3 0.0434782608695652
TFAM TBX21 0.0434782608695652
TFAM TEAD4 -0.0434782608695652
TFAM TGFB1I1 0.0434782608695652
TFAM ZBTB32 -0.0434782608695652
TFAM DOT1L 0.0434782608695652
TFAM HDAC1 -0.0434782608695652
TFAM NEUROG1 0.0434782608695652
TFAM SP1 0.0434782608695652
TFAM SRSF2 -0.0457633265089639
TFAM STAT1 0.0434782608695652
TFAM ARID4A 0.0434782608695652
TFAM ELF2 0.0434782608695652
TFAM ETS1 0.0434782608695652
TFAM ETV3 -0.0434782608695652
TFAM EWSR1 -0.00361531427719655
TFAM HDAC3 -0.0434782608695652
TFAM HHEX 0.0434782608695652
TFAM HOXB9 -0.0434782608695652
TFAM ING4 0.0434782608695652
TFAM NANOG -0.0211402742241646
TFAM NR2E1 -0.0434782608695652
TFAM SIN3A 0.0434782608695652
TFAM SIX1 0.0434782608695652
TFAM BHLHE41 -0.0783588500488047
TFAM ERF 0.0434782608695652
TFAM MAFA -0.00109855035855216
TFAM ZNF804A -0.00143816597104989
TFAM FOXC1 0.0434782608695652
TFAM FOXF2 -0.062396012758222
TFAM MBD1 -0.0788079430429686
TFAM MYOD1 -0.0434782608695652
TFAM RUNX3 -0.0434782608695652
TFAM STOX1 -0.0250086311817952
TFAM ZGPAT -0.0434782608695652
TFAM FHL2 -0.0434782608695652
TFAM FOXH1 -0.0434782608695652
TFAM FOXO4 -0.0628692104864038
TFAM HEY2 -0.0434782608695652
TFAM KLF1 -0.00491717915604684
TFAM KLF3 -0.0434782608695652
TFAM MAX 0.00105177920902878
TFAM MEIS2 0.0434782608695652
TFAM MXI1 -0.0434782608695652
TFAM NFIA 0.0628694447615243
TFAM NUPR1 0.0434782608695652
TFAM RELB 0.0434782608695652
TFAM SALL3 0.0434782608695652
TFAM SMAD2 -0.0434782608695652
TFAM TBX1 -0.0434782608695652
TFAM TP53 -0.0628692485750497
TFAM CREB5 -0.0434782608695652
TFAM HOPX -0.0434782608695652
TFAM HOXB7 -0.0434782608695652
TFAM KMT2B -0.0624887604615899
TFAM MYBL2 -0.0202793485411528
TFAM NAB2 0.0625196557024964
TFAM NR4A1 0.0434782608695652
TFAM SMARCA1 -0.0434782608695652
TFAM ZHX2 -0.0628687891035344
TFAM FOXJ1 0.0434782608695652
TFAM HIC1 0.0434782608695652
TFAM KCNIP3 0.0434782608695652
TFAM SOX17 -0.0434782608695652
TFAM ETV2 -0.0625622896633779
TFAM FGF2 0.0628193067161921
TFAM HDGF 0.062748410073026
TFAM HSF4 0.0472164444387088
TFAM HTATIP2 -0.0434782608695652
TFAM KLF15 0.0434782608695652
TFAM KLF6 0.0434782608695652
TFAM MLXIP 0.0434782608695652
TFAM TBXT 0.0434782608695652
TFAM ZNF202 -0.0434782608695652
TFAM ZNF354C -0.0434782608695652
TFAM CEBPZ -0.0434782608695652
TFAM ELF1 -0.0434782608695652
TFAM KLF9 0.0434782608695652
TFAM MITF -0.0628623446597736
TFAM NEUROD1 0.0434782608695652
TFAM NFE2 -0.0628542766532628
TFAM NFE2L3 -0.0434782608695652
TFAM OTX2 -0.0434782608695652
TFAM SOX5 -0.0434782608695652
TFAM ZNF91 0.0434782608695652
TFAM ARID3A 0.000724932874590119
TFAM E2F1 -0.0434782608695652
TFAM E2F2 -0.0434782608695652
TFAM E2F3 -0.00192938401783724
TFAM PLAGL1 0.0434782608695652
TFAM TFDP1 0.00129493824916953
TFAM TFDP2 -0.0434782608695652
TFAM BTG2 0.0434782608695652
TFAM FEV 0.0434782608695652
TFAM NFE2L2 -0.0434782608695652
TFAM NR5A1 -0.0434782608695652
TFAM PLAGL2 -0.0434782608695652
TFAM SFPQ -0.0434782608695652
TFAM SOX11 0.0434782608695652
TFAM SRF -0.0434782608695652
TFAM TCF12 -0.0434782608695652
TFAM AHR 0.0434782608695652
TFAM ATF2 0.0434782608695652
TFAM ATF3 0.0628596591947802
TFAM CEBPA 0.0434782608695652
TFAM CEBPD 0.0434782608695652
TFAM CREB3 0.0434782608695652
TFAM ELF4 -0.0434782608695652
TFAM GFI1B 0.0434782608695652
TFAM HLX -0.0434782608695652
TFAM HOXA1 0.0434782608695652
TFAM MEF2A -0.0434782608695652
TFAM MYBL1 0.0627479606040718
TFAM POU2AF1 0.0628156035298604
TFAM POU2F2 0.0434782608695652
TFAM POU4F1 0.0434782608695652
TFAM SPDEF 0.0627530247605153
TFAM TOX3 0.062500425291953
TFAM VDR -0.0434782608695652
TFAM CREBZF -0.0434782608695652
TFAM HOXD13 -0.0434782608695652
TFAM MLXIPL 0.000832498547683822
TFAM NOTCH1 -0.0434782608695652
TFAM SIRT1 -0.00633322339281726
TFAM TWIST2 -0.0434782608695652
TFAM ZFPM2 0.0434782608695652
TFAM ENO1 0.0434782608695652
TFAM BATF -0.0434782608695652
TFAM CTCFL -0.0434782608695652
TFAM ETV6 0.0434782608695652
TFAM FOXI1 -0.0434782608695652
TFAM HDAC7 0.0273646372465577
TFAM HOXD1 0.0434782608695652
TFAM IKZF1 0.0434782608695652
TFAM POU2F1 0.0434782608695652
TFAM PRDM1 -0.0434782608695652
TFAM PTF1A 0.0434782608695652
TFAM RREB1 -0.0434782608695652
TFAM ZBTB4 0.0434782608695652
TFAM ASCL2 0.0434782608695652
TFAM ATF5 0.0434782608695652
TFAM E2F7 0.0434782608695652
TFAM GATA1 -0.0434782608695652
TFAM NFKB 0.0434782608695652
TFAM ZBTB33 -0.0434782608695652
TFAM ZNF384 0.0434782608695652
TFAM RARA -0.0434782608695652
TFAM TFDP3 0.0434782608695652
TFAM EGR4 -0.0434782608695652
TFAM JDP2 -0.0434782608695652
TFAM MAFB -0.0434782608695652
TFAM RUNX1 -0.0434782608695652
TFAM ARNT -0.0434782608695652
TFAM FOXO1 -0.0434782608695652
TFAM GTF3A 0.0434782608695652
TFAM HCFC1 0.00390507223595306
TFAM HIF1A 0.0434782608695652
TFAM LHX8 -0.0434782608695652
TFAM MECP2 0.0434782608695652
TFAM NEUROG2 -0.0434782608695652
TFAM PARK7 0.0434782608695652
TFAM SOX6 -0.0434782608695652
TFAM TBPL2 0.0434782608695652
TFAM CREB1 0.0434782608695652
TFAM DBP 0.0434782608695652
TFAM NCOA2 0.0434782608695652
TFAM RB1 0.0434782608695652
TFAM RBPJ 0.0434782608695652
TFAM FOXM1 -0.0434782608695652
TFAM NFIL3 0.0434782608695652
TFAM NKX2-1 -0.0434782608695652
TFAM PLAG1 0.0434782608695652
AHRR AHRR 1
AHRR ARID1B -0.69995239253716
