"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05200","Human Diseases","Cancer: overview","hsa05200","Pathways in cancer","36/166","414/5972",0.0869565217391304,3.12833944473546,7.5896344195695,3.74341515190331e-10,9.88261600102474e-08,7.36861719374652e-08,"4791/8900/7157/4609/5468/6667/1017/5881/3162/2247/6502/1029/1387/2353/1147/894/1612/355/999/3326/3559/2064/3576/1647/5743/25780/6772/5154/7422/7474/1021/3091/598/51561/3592/3458",36
"hsa05169","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","20/166","180/5972",0.111111111111111,3.99732262382865,6.90390062631089,9.19467653897542e-08,1.21369730314476e-05,9.04949743572844e-06,"4791/8900/960/958/7157/3133/4609/1017/5971/6502/1147/894/355/9020/1647/6772/1021/567/1380/2208",20
"hsa04110","Cellular Processes","Cell growth and death","hsa04110","Cell cycle","18/166","156/5972",0.115384615384615,4.15106580166821,6.74289871935813,2.3894623891967e-07,1.58435589771694e-05,1.18131799391175e-05,"8900/4176/995/7157/4609/5347/891/983/1017/6502/1029/1387/9133/894/994/1028/1647/1021",18
"hsa04064","Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","14/166","94/5972",0.148936170212766,5.35811330428095,7.20089895533644,2.40053923896506e-07,1.58435589771694e-05,1.18131799391175e-05,"142/4791/958/5971/1147/4049/9020/3576/1647/7412/5743/23643/598/10673",14
"hsa05206","Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","17/166","146/5972",0.116438356164384,4.18897507839577,6.59601108583443,4.62833642254208e-07,2.44376163110222e-05,1.82210297055867e-05,"960/995/7157/4609/3162/1029/1387/894/994/3667/2064/672/5743/5962/5154/7422/1021",17
"hsa05166","Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","19/166","206/5972",0.0922330097087379,3.31816586735291,5.72505762016735,3.51303947479448e-06,0.000139611020268488,0.000104095936165101,"4791/8900/958/7157/3133/4609/1017/5971/1029/1387/2353/1147/9133/894/4049/9020/3559/598/567",19
"hsa04115","Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","11/166","72/5972",0.152777777777778,5.49631860776439,6.48987577481057,3.82528805425595e-06,0.000139611020268488,0.000104095936165101,"7157/891/983/1017/1029/9133/894/355/1647/1021/598",11
"hsa05162","Human Diseases","Infectious disease: viral","hsa05162","Measles","14/166","119/5972",0.117647058823529,4.23245924875974,6.02221617482497,4.45139214510442e-06,0.000139611020268488,0.000104095936165101,"7157/1017/2353/1147/894/355/3559/940/4599/6772/1021/598/3592/3303",14
"hsa05143","Human Diseases","Infectious disease: parasitic","hsa05143","African trypanosomiasis","7/166","26/5972",0.269230769230769,9.68582020389249,7.50454075814973,4.75946660006209e-06,0.000139611020268488,0.000104095936165101,"3043/4878/3586/355/7412/3592/3458",7
"hsa04010","Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","20/166","235/5972",0.0851063829787234,3.06177903101769,5.45221142444726,6.60106759373077e-06,0.000173530788706228,0.000129386991579205,"4791/7157/4609/5321/5881/5971/2247/3315/2353/1147/994/355/9020/2064/1647/7867/25780/5154/7422/3303",20
"hsa05219","Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","8/166","38/5972",0.210526315789474,7.57387444514902,6.87350885326634,7.23044952942615e-06,0.000173530788706228,0.000129386991579205,"7157/4609/1029/1612/999/2064/3576/7422",8
"hsa05144","Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","8/166","40/5972",0.2,7.19518072289157,6.64695086265477,1.08439946303391e-05,0.00023856788186746,0.000177879561041527,"3043/958/3586/6403/3576/7412/3592/3458",8
"hsa05330","Human Diseases","Immune disease","hsa05330","Allograft rejection","7/166","32/5972",0.21875,7.86972891566265,6.58810375769758,2.11542898202146e-05,0.000429594808656667,0.000320311918735234,"958/3133/3586/355/940/3592/3458",7
"hsa05212","Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","10/166","73/5972",0.136986301369863,4.92820597458326,5.70959821115997,2.8782953689716e-05,0.000542764269577502,0.00040469265714112,"7157/5881/1029/1147/2064/1647/6772/7422/1021/598",10
"hsa05417","Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","16/166","179/5972",0.0893854748603352,3.21572322810796,5.08896337941502,3.21392187835015e-05,0.000565650250589626,0.000421756765790511,"958/3308/7157/5468/2353/1147/355/3326/6403/3576/7412/23643/598/6352/3592/3303",16
"hsa04630","Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","12/166","108/5972",0.111111111111111,3.99732262382865,5.31480643978373,3.93703108370465e-05,0.000649610128811267,0.000484358429376822,"4609/1387/3586/2688/894/3559/6772/5154/598/51561/3592/3458",12
"hsa04218","Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","14/166","146/5972",0.0958904109589041,3.44974418220829,5.06700095989238,4.72457097737292e-05,0.00073369808119203,0.000547055586853707,"8900/7157/3133/4609/891/983/1017/1029/9133/894/3576/1647/4605/1021",14
"hsa04060","Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","15/166","180/5972",0.0833333333333333,2.99799196787149,4.60208650503305,0.00012787937314088,0.00187556413939958,0.00139844694604355,"958/3586/2688/10563/4049/355/3559/3576/6352/10673/51561/3592/9235/6367/3458",15
"hsa05323","Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","9/166","73/5972",0.123287671232877,4.43538537712494,4.99328964183415,0.000168163270211544,0.00233658438609725,0.00174219011244093,"2353/3576/940/8992/7422/6352/10673/51561/3458",9
"hsa05167","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","14/166","166/5972",0.0843373493975904,3.03411235302656,4.4939633824051,0.000190412857857011,0.00251344972371255,0.00187406339048743,"7157/3133/4609/2247/1387/2353/1147/355/3576/5743/6772/7422/1021/3091",14
"hsa05202","Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","13/166","149/5972",0.087248322147651,3.13883722810706,4.47029864442349,0.000231818927694856,0.002743512754875,0.00204560161547697,"1025/8900/958/7157/4609/5468/6667/1051/894/3576/1647/5154/598",13
"hsa04625","Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","10/166","93/5972",0.10752688172043,3.8683767327374,4.71373321604262,0.000231928921815287,0.002743512754875,0.00204560161547697,"4791/5971/3586/1147/9020/5743/6772/51561/3592/6367",10
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","18/166","256/5972",0.0703125,2.52955572289157,4.22939492425909,0.000239018156674716,0.002743512754875,0.00204560161547697,"7157/1277/4609/1017/2247/2688/1147/894/3667/3326/3559/2064/672/4602/5154/7422/1021/598",18
"hsa05224","Human Diseases","Cancer: specific types","hsa05224","Breast cancer","11/166","114/5972",0.0964912280701754,3.4713591206933,4.50456299205997,0.000296829604928681,0.00326512565421549,0.00243452351410804,"4791/7157/4609/6667/2247/2353/2064/672/1647/7474/1021",11
"hsa04940","Human Diseases","Endocrine and metabolic disease","hsa04940","Type I diabetes mellitus","6/166","35/5972",0.171428571428571,6.16729776247849,5.18385744244249,0.000350207324432418,0.00364177212590274,0.00271535640966433,"3133/4049/355/940/3592/3458",6
"hsa04068","Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","11/166","117/5972",0.094017094017094,3.38234991247039,4.40021700175684,0.000372453967421871,0.00364177212590274,0.00271535640966433,"5347/891/1017/6502/1387/3586/1147/9133/894/3667/1647",11
"hsa05418","Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","11/166","117/5972",0.094017094017094,3.38234991247039,4.40021700175684,0.000372453967421871,0.00364177212590274,0.00271535640966433,"7157/5881/3162/2353/1147/3326/25828/7412/5154/7422/3458",11
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","9/166","83/5972",0.108433734939759,3.90100159674844,4.49992526174717,0.000448941925675055,0.00423288101350766,0.00315609549252764,"7157/4609/1017/6502/1147/1647/5743/1021/598",9
