"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05202","Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","12/60","149/5972",0.0805369127516778,8.01610738255033,8.73670988523633,1.86515572321099e-08,3.80491767535042e-06,2.31671974040944e-06,"2130/3480/3398/466/3486/1436/5468/4609/4790/5970/4286/10912",12
"hsa05200","Human Diseases","Cancer: overview","hsa05200","Pathways in cancer","16/60","414/5972",0.0386473429951691,3.84669887278583,6.0480361287316,1.86993397349666e-06,0.000190733265296659,0.000116132741511898,"3480/3845/1387/5728/5337/5338/1436/5468/2735/2948/4609/5894/4790/5970/4286/10912",16
"hsa05212","Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","7/60","73/5972",0.0958904109589041,9.54429223744292,7.39912346187787,7.01609902080596e-06,0.000459566173633033,0.000279818413254375,"3845/5337/5338/5894/4790/5970/10912",7
"hsa04211","Organismal Systems","Aging","hsa04211","Longevity regulating pathway","7/60","76/5972",0.0921052631578947,9.16754385964912,7.21857514996679,9.19579211404077e-06,0.000459566173633033,0.000279818413254375,"3480/3845/5468/23411/84335/4790/5970",7
"hsa04218","Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","9/60","146/5972",0.0616438356164384,6.13561643835616,6.32871758711457,1.24550322319343e-05,0.000459566173633033,0.000279818413254375,"3845/3486/5728/23411/4609/5894/4790/5970/10912",9
"hsa05215","Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","7/60","82/5972",0.0853658536585366,8.49674796747968,6.88579576864946,1.52589379374247e-05,0.000459566173633033,0.000279818413254375,"3480/3845/1387/5728/5894/4790/5970",7
"hsa05218","Human Diseases","Cancer: specific types","hsa05218","Melanoma","6/60","55/5972",0.109090909090909,10.8581818181818,7.39876667796817,1.57694275266237e-05,0.000459566173633033,0.000279818413254375,"3480/3845/5728/5894/4286/10912",6
"hsa04068","Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","8/60","117/5972",0.0683760683760684,6.80569800569801,6.38874965773847,1.86677499597357e-05,0.000476027623973261,0.000289841380953791,"3480/3845/1387/5728/23411/5894/5106/10912",8
"hsa05221","Human Diseases","Cancer: specific types","hsa05221","Acute myeloid leukemia","6/60","64/5972",0.09375,9.33125,6.75012567256979,3.80262479962096e-05,0.000861928287914083,0.000524806697491547,"3845/1436/4609/5894/4790/5970",6
"hsa04014","Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","9/60","174/5972",0.0517241379310345,5.14827586206897,5.59416273826795,5.05944492082314e-05,0.00103212676384792,0.00062843631648119,"3480/3845/5337/5338/1436/5921/5894/4790/5970",9
"hsa05220","Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","6/60","74/5972",0.0810810810810811,8.07027027027027,6.16497669823986,8.69285465685638e-05,0.0015625963196356,0.000951426035691442,"3845/4609/5894/4790/5970/10912",6
"hsa05206","Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","8/60","146/5972",0.0547945205479452,5.45388127853881,5.4886024135072,9.19174305668003e-05,0.0015625963196356,0.000951426035691442,"3845/1387/5728/2146/23411/4609/5894/4790",8
"hsa04071","Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","7/60","110/5972",0.0636363636363636,6.33393939393939,5.6879197503349,0.00010262130147833,0.00161036503858302,0.000980511220602665,"3845/5728/5337/5338/5894/4790/5970",7
"hsa05213","Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","5/60","54/5972",0.0925925925925926,9.21604938271605,6.10948198470488,0.00018745734624903,0.00273152133105729,0.00166315540281094,"3845/5728/4609/5894/10912",5
"hsa05235","Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","6/60","86/5972",0.0697674418604651,6.94418604651163,5.59323979254811,0.000200973759339173,0.00273324312701275,0.00166420376154543,"3845/5728/5894/4790/5970/54106",6
"hsa04024","Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","7/60","133/5972",0.0526315789473684,5.23859649122807,4.97978514367633,0.000335173264726997,0.00409096601382824,0.00249088745940006,"1387/5337/5338/2735/5894/4790/5970",7
"hsa05216","Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","4/60","34/5972",0.117647058823529,11.7098039215686,6.30859764779639,0.000340913834485687,0.00409096601382824,0.00249088745940006,"3845/5468/4609/10912",4
"hsa05214","Human Diseases","Cancer: specific types","hsa05214","Glioma","5/60","64/5972",0.078125,7.77604166666667,5.49006845462197,0.00041856007506315,0.00468431607880151,0.00285216355675221,"3480/3845/5728/5894/10912",5
"hsa05208","Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","8/60","183/5972",0.0437158469945355,4.3511839708561,4.63824823774554,0.00043628434067269,0.00468431607880151,0.00285216355675221,"3845/5728/5337/5338/2948/5894/4790/5970",8
"hsa05161","Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","7/60","141/5972",0.049645390070922,4.94137115839243,4.77108680258563,0.000478313473227977,0.00481975121657327,0.00293462664373399,"3845/1387/4609/5894/4790/5970/1959",7
"hsa04010","Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","9/60","235/5972",0.0382978723404255,3.81191489361702,4.4302233965658,0.000496150860529602,0.00481975121657327,0.00293462664373399,"3480/3845/1436/5921/4609/5894/4790/5970/10912",9
"hsa05225","Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","7/60","146/5972",0.0479452054794521,4.77214611872146,4.64848723989984,0.000590156483625593,0.00547236012089187,0.00333198397453684,"3480/3845/5728/2948/4609/5894/10912",7
"hsa05224","Human Diseases","Cancer: specific types","hsa05224","Breast cancer","6/60","114/5972",0.0526315789473684,5.23859649122807,4.60290238044979,0.000917249048087085,0.00782933597398064,0.00476708795113372,"3480/3845/5728/4609/5894/10912",6
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","9/60","256/5972",0.03515625,3.49921875,4.11727704650626,0.000921098349880075,0.00782933597398064,0.00476708795113372,"3480/3845/5728/1436/4609/5894/4790/5970/5106",9
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","5/60","83/5972",0.0602409638554217,5.99598393574297,4.61712093838671,0.00137797556262976,0.0112442805910589,0.00684636279538156,"5728/4609/4790/5970/10912",5
"hsa04928","Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","5/60","85/5972",0.0588235294117647,5.85490196078431,4.54124421142851,0.0015331203404605,0.011661095373751,0.00710015094996193,"5337/5338/5894/8521/632",5
"hsa04210","Cellular Processes","Cell growth and death","hsa04210","Apoptosis","6/60","126/5972",0.0476190476190476,4.73968253968254,4.27388224095345,0.00154338027005528,0.011661095373751,0.00710015094996193,"3845/5783/5894/4790/5970/10912",6
"hsa04213","Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","4/60","51/5972",0.0784313725490196,7.80653594771242,4.91751448806846,0.00161766230799646,0.0117858253868313,0.00717609595276624,"3480/3845/23411/84335",4
"hsa05207","Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","6/60","134/5972",0.0447761194029851,4.45671641791045,4.07676853412001,0.00211408443370885,0.0148714904991933,0.00905488069610322,"3845/2948/4609/5894/4790/5970",6
"hsa04625","Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","5/60","93/5972",0.0537634408602151,5.35125448028674,4.26026069851828,0.00228494696499394,0.0155376393619588,0.00946048217085211,"3845/5894/4790/5970/1959",5
"hsa01523","Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","3/60","27/5972",0.111111111111111,11.0592592592593,5.27720423317617,0.00237576885178306,0.0156340917988304,0.0095192096607946,"8714/4790/5970",3
"hsa04917","Organismal Systems","Endocrine system","hsa04917","Prolactin signaling pathway","4/60","58/5972",0.0689655172413793,6.86436781609195,4.52091650639226,0.00260662937504736,0.0161137088639291,0.00981123656317666,"3845/5894/4790/5970",4
"hsa05230","Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","4/60","58/5972",0.0689655172413793,6.86436781609195,4.52091650639226,0.00260662937504736,0.0161137088639291,0.00981123656317666,"3845/5728/4609/5894",4
