"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04068","Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","9/82","117/5972",0.0769230769230769,5.60225140712946,5.93161062907871,2.75840554999068e-05,0.00375273338489171,0.00259001956554095,"207/5604/4193/3479/11067/5594/5934/356/8743",9
"hsa04066","Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","8/82","93/5972",0.0860215053763441,6.26488329399423,6.03741886220244,3.54031451404878e-05,0.00375273338489171,0.00259001956554095,"207/5054/5604/3479/2027/5594/230/5213",8
"hsa04913","Organismal Systems","Endocrine system","hsa04913","Ovarian steroidogenesis","5/82","32/5972",0.15625,11.3795731707317,6.94598875458319,6.49765991337583e-05,0.00459167967211892,0.00316903413319032,"3292/3972/1586/3479/6770",5
"hsa05218","Human Diseases","Cancer: specific types","hsa05218","Melanoma","6/82","55/5972",0.109090909090909,7.9450110864745,6.10486855971297,9.44287541466008e-05,0.00500472396976984,0.00345410442799408,"207/5604/4193/3479/2260/5594",6
"hsa04917","Organismal Systems","Endocrine system","hsa04917","Prolactin signaling pathway","6/82","58/5972",0.103448275862069,7.5340622371741,5.89969306637087,0.000127590532597555,0.00540983858213633,0.00373370190127582,"207/3972/5604/1586/2099/5594",6
"hsa01522","Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","7/82","87/5972",0.0804597701149425,5.85982618446874,5.3874089541381,0.000171402452025766,0.00605621997157707,0.00417981418097921,"207/5604/4193/3479/3725/2099/5594",7
"hsa05142","Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","7/82","91/5972",0.0769230769230769,5.60225140712946,5.21961247015052,0.000227181554874108,0.00688035566190157,0.00474860693646633,"207/5054/3725/5594/356/6347/6348",7
"hsa04919","Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","7/82","102/5972",0.0686274509803922,4.99808703969393,4.80514053889574,0.000459183842575661,0.012168371828255,0.00839823080500223,"207/5604/4193/2099/5594/5213/3065",7
"hsa04912","Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","6/82","76/5972",0.0789473684210526,5.74967907573813,4.91660297380246,0.000566272597631275,0.0133388656330923,0.00920606913108155,"1958/2798/3972/5604/3725/5594",6
"hsa05215","Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","6/82","82/5972",0.0731707317073171,5.32897085068412,4.65700554104323,0.000849611305059011,0.0172789931553228,0.0119254222869408,"207/5604/4193/3479/2260/5594",6
"hsa05224","Human Diseases","Cancer: specific types","hsa05224","Breast cancer","7/82","114/5972",0.0614035087719298,4.47197261446299,4.41597745345838,0.000896551531644108,0.0172789931553228,0.0119254222869408,"207/5604/3479/3725/2099/2260/5594",7
"hsa05230","Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","5/82","58/5972",0.0862068965517241,6.27838519764508,4.76592530371265,0.0011184834190119,0.0189226428076829,0.0130598180251635,"207/5604/2260/5594/5213",5
"hsa04933","Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","6/82","87/5972",0.0689655172413793,5.02270815811606,4.45941338811235,0.00116035073820697,0.0189226428076829,0.0130598180251635,"1958/207/5054/3725/5594/6347",6
"hsa04915","Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","6/82","90/5972",0.0666666666666667,4.85528455284553,4.34798460024128,0.00138470922523489,0.0209684539821284,0.0144717731058384,"5443/207/5604/3725/2099/5594",6
"hsa04625","Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","6/82","93/5972",0.0645161290322581,4.69866247049567,4.24138073293355,0.0016408372612364,0.023127043220655,0.0159615640897271,"207/1960/4193/1959/3725/5594",6
"hsa05214","Human Diseases","Cancer: specific types","hsa05214","Glioma","5/82","64/5972",0.078125,5.68978658536585,4.45036506847805,0.00174543722420038,0.023127043220655,0.0159615640897271,"207/5604/4193/3479/5594",5
"hsa05205","Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","8/82","172/5972",0.0465116279069767,3.38740782756665,3.7484321532663,0.00233411598639976,0.0291077993598087,0.0200892954866605,"207/5604/4193/3479/2099/2260/5594/356",8
"hsa05203","Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","8/82","175/5972",0.0457142857142857,3.32933797909408,3.68996881920136,0.00260042291824731,0.0306272032593572,0.0211379406804898,"1960/4193/1959/3725/5594/5934/3065/9734",8
"hsa04927","Organismal Systems","Endocrine system","hsa04927","Cortisol synthesis and secretion","4/82","44/5972",0.0909090909090909,6.62084257206208,4.41516030944407,0.00295298155884813,0.0308979493995504,0.0213248012241187,"5443/1586/6770/1589",4
"hsa04722","Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","6/82","105/5972",0.0571428571428571,4.1616724738676,3.85634870968424,0.00304093741919375,0.0308979493995504,0.0213248012241187,"207/5604/6195/3725/5594/356",6
"hsa05161","Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","7/82","141/5972",0.049645390070922,3.61563743297007,3.70841555469509,0.00306064593108754,0.0308979493995504,0.0213248012241187,"207/5604/1960/1959/3725/5594/356",7
"hsa05220","Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","5/82","74/5972",0.0675675675675676,4.92089650626236,4.00425447139842,0.00331425815180473,0.0319373967355728,0.0220421953636774,"207/5604/4193/5594/3065",5
"hsa04371","Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","6/82","111/5972",0.0540540540540541,3.93671720500989,3.68477157730479,0.00400880033903773,0.0362327181384282,0.0250066922603849,"1958/4205/207/5054/5604/5594",6
"hsa00140","Metabolism","Lipid metabolism","hsa00140","Steroid hormone biosynthesis","3/82","24/5972",0.125,9.10365853658537,4.69325431607176,0.00410181714774659,0.0362327181384282,0.0250066922603849,"3292/1586/1589",3
"hsa04929","Organismal Systems","Endocrine system","hsa04929","GnRH secretion","4/82","50/5972",0.08,5.82634146341463,4.04335301363286,0.00470767941156503,0.0399211214100715,0.0275523131876859,"207/3972/5604/5594",4
"hsa04928","Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","5/82","85/5972",0.0588235294117647,4.28407460545194,3.59789325244073,0.00600260178287912,0.0479422863296667,0.0330882711014085,"1958/4205/5604/2260/5594",5
"hsa04934","Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","6/82","121/5972",0.0495867768595041,3.61136867567023,3.42388083284469,0.00610585722123114,0.0479422863296667,0.0330882711014085,"5443/5604/1586/6770/1589/5594",6
