"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05200","Human Diseases","Cancer: overview","hsa05200","Pathways in cancer","46/186","414/5972",0.111111111111111,3.56750298685783,9.70828796696822,6.22872300346721e-15,1.65684031892228e-12,7.99899164655789e-13,"6667/2247/898/1017/5925/5594/207/5295/208/3725/2353/1026/596/10018/861/3458/7422/675/4193/2323/595/598/182/4609/8313/332/183/5566/1869/6513/3845/3688/5154/836/840/841/8772/4318/7189/54361/890/1147/3551/896/405/3576",46
"hsa05161","Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","26/186","141/5972",0.184397163120567,5.9205368718066,10.6008653733072,8.74534464172608e-14,8.37721318787382e-12,4.04440051017256e-12,"898/1017/5925/5594/1432/207/5295/208/3725/2353/1026/596/6300/4609/332/1869/3845/836/841/8772/4318/7189/890/1147/3551/3576",26
"hsa01522","Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","21/186","87/5972",0.241379310344828,7.75009269558769,11.370692699118,9.44798479835393e-14,8.37721318787382e-12,4.04440051017256e-12,"6667/5925/5594/1432/207/5295/208/3725/2353/1026/596/638/4193/6300/595/182/1839/5566/1869/3845/4318",21
"hsa05169","Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","28/186","180/5972",0.155555555555556,4.99450418160096,9.75608665512577,7.59855183596602e-13,5.05303697091740e-11,2.43953506312593e-11,"898/1017/5925/1432/207/5295/208/3683/3725/3133/1026/596/10018/4193/6300/22938/595/4609/1869/5710/836/841/8772/7189/890/1147/3551/896",28
"hsa04210","Cellular Processes","Cell growth and death","hsa04210","Apoptosis","23/186","126/5972",0.182539682539683,5.86089776412357,9.88696842164798,3.31238336186749e-12,1.76218794851351e-10,8.50759516100703e-11,"5594/207/5295/208/60/1508/3725/2353/596/10018/598/332/3845/835/836/840/841/8837/8772/1147/3551/3002/5551",23
"hsa04657","Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","17/186","67/5972",0.253731343283582,8.14668592521265,10.5468541437762,1.016329597769e-11,4.50572788344258e-10,2.17530194610208e-10,"3553/5594/1432/6347/3725/2353/3458/6279/6300/836/841/8772/4318/7189/1147/3551/3576",17
"hsa05215","Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","18/186","82/5972",0.219512195121951,7.04799370574351,9.88670105047068,3.43154909144122e-11,1.30398865474767e-09,6.29547352114029e-10,"898/1017/5925/5594/207/5295/208/1026/596/4193/595/1869/5328/3845/5154/4318/1147/3551",18
"hsa05418","Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","21/186","117/5972",0.179487179487179,5.76288944030879,9.32804805322116,4.34035325040656e-11,1.38333675782925e-09,6.6785549843755e-10,"3553/1432/207/5295/208/4205/60/6347/3725/2353/596/3458/7422/6300/1843/5154/4318/25828/1147/3551/4208",21
"hsa05219","Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","13/186","38/5972",0.342105263157895,10.9841539332201,11.0692982349268,4.68046271445988e-11,1.38333675782925e-09,6.6785549843755e-10,"5925/5594/1026/7422/4193/595/7057/4609/1839/1869/3845/4318/3576",13
"hsa05206","Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","23/186","146/5972",0.157534246575342,5.05803505670938,8.90015920460482,7.80491629301155e-11,2.07610773394107e-09,1.0023155660499e-09,"898/5594/5295/1026/5243/4363/596/10018/7422/4193/3667/672/595/7057/4609/1869/5328/3845/5154/836/4318/3551/8434",23
"hsa05165","Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","31/186","267/5972",0.116104868913858,3.72784019975031,8.17593677862192,1.07679076273439e-10,2.60387584443043e-09,1.25711457467556e-09,"898/1017/5925/5594/207/5295/208/3133/1026/3676/7422/4193/5663/595/182/6696/7057/8313/5566/1869/3845/3688/836/841/8772/54361/890/1147/3551/896/3679",31
"hsa05166","Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","27/186","206/5972",0.131067961165049,4.20826808643909,8.40151748292174,1.24447437233297e-10,2.75858485867141e-09,1.33180590723353e-09,"898/1017/5925/5594/207/5295/7094/208/920/3683/3725/2353/3133/1026/8850/595/598/4609/5566/1869/6513/3845/890/1147/3551/896/3689",27
"hsa05167","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","24/186","166/5972",0.144578313253012,4.64205207928488,8.53203194797184,1.87033814832126e-10,3.82699959579581e-09,1.84762149064934e-09,"2247/5925/5594/1432/207/5295/208/3725/2353/3133/1026/5289/7422/6300/595/4609/1869/3845/836/841/8772/1147/3551/3576",24
"hsa05142","Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","18/186","91/5972",0.197802197802198,6.35093938319745,9.22180491752319,2.16812566736451e-10,4.11943876799256e-09,1.98880700314639e-09,"3553/5594/1432/207/5295/208/6347/3725/2353/3458/6300/841/8837/8772/7189/1147/3551/3576",18
"hsa05135","Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","21/186","129/5972",0.162790697674419,5.22680670167542,8.70121885713598,2.94158507977146e-10,4.93640009823473e-09,2.38322442415765e-09,"3553/5594/1432/207/5295/208/60/6347/920/3725/2353/3676/6300/29108/925/3688/10163/7189/1147/3551/3576",21
"hsa05163","Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","25/186","184/5972",0.135869565217391,4.36243571762506,8.30595231865172,2.9692632169833e-10,4.93640009823473e-09,2.38322442415765e-09,"6667/5925/3553/5594/1432/207/5295/208/6347/3133/1026/7422/4193/6300/595/4609/5566/1869/3845/836/841/8772/1147/3551/3576",25
"hsa04668","Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","19/186","105/5972",0.180952380952381,5.80993343573989,8.91489976887239,3.3549992837018e-10,5.2495871144981e-09,2.53442670347752e-09,"3553/5594/1432/207/5295/208/6347/3725/2353/6300/182/836/840/841/8837/8772/4318/1147/3551",19
"hsa05222","Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","17/186","83/5972",0.204819277108434,6.57624044565358,9.17171506571043,3.97081393570838e-10,5.56885142864385e-09,2.68856301659893e-09,"898/1017/5925/207/5295/208/1026/596/595/598/4609/1869/3688/836/7189/1147/3551",17
"hsa05205","Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","24/186","172/5972",0.13953488372093,4.4801200300075,8.30300391731206,3.9777510204599e-10,5.56885142864385e-09,2.68856301659893e-09,"2247/5594/1432/207/5295/208/60/1026/7422/1655/4193/6300/595/7057/4609/1839/5566/5328/3845/3688/836/4318/54361/286",24
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","20/186","122/5972",0.163934426229508,5.26352899700335,8.53025465423655,7.06290678668121e-10,9.393666026286e-09,4.53512962092162e-09,"1017/5925/5594/207/5295/208/1026/3458/595/4609/1869/3845/836/841/8837/1366/8772/7189/1147/3551",20
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","29/186","256/5972",0.11328125,3.63718077956989,7.73222650271214,8.42425578287989e-10,1.06707239916479e-08,5.15167521559572e-09,"2247/898/1017/5594/207/5295/208/1026/596/3676/10018/7422/4193/2323/3667/672/595/598/6696/7057/4609/3845/4804/3688/5154/1147/3551/896/3679",29
"hsa05417","Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","24/186","179/5972",0.134078212290503,4.30491980537034,8.04871352503749,9.19323428906660e-10,1.11154560040532e-08,5.36638556586663e-09,"3553/5594/1432/207/5295/208/6347/3725/2353/596/6300/29108/598/3845/836/840/841/948/3329/4318/7189/1147/3551/3576",24
"hsa05224","Human Diseases","Cancer: specific types","hsa05224","Breast cancer","19/186","114/5972",0.166666666666667,5.35125448028674,8.40974870184233,1.44870255000945e-09,1.67545599261963e-08,8.08886549662029e-09,"6667/2247/5925/5594/207/5295/208/3725/2353/1026/675/672/595/182/4609/8313/1869/3845/54361",19
"hsa05162","Human Diseases","Infectious disease: viral","hsa05162","Measles","19/186","119/5972",0.159663865546218,5.12641185506461,8.15168866046199,3.06704797966509e-09,3.39931151079547e-08,1.64113970841728e-08,"898/1017/3553/207/5295/208/3725/2353/596/595/598/836/841/8772/7189/1147/3551/896/7161",19
"hsa05133","Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","14/186","63/5972",0.222222222222222,7.13500597371565,8.77645363250302,4.86874600816636e-09,5.18034575268901e-08,2.50099794945809e-08,"3553/5594/1432/3725/2353/3394/6300/29108/3688/836/840/7189/3689/3576",14
"hsa05220","Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","15/186","74/5972",0.202702702702703,6.50828247602441,8.54811728835963,5.22266209513143e-09,5.34318506655754e-08,2.57961447613779e-08,"5925/5594/207/5295/208/1026/861/4193/595/598/4609/1869/3845/1147/3551",15
"hsa04933","Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","16/186","87/5972",0.183908045977011,5.90483252997157,8.26230778658787,7.02976779284041e-09,6.92562308479833e-08,3.3435932581931e-08,"3553/5594/1432/207/5295/208/6347/3725/596/7422/6300/595/183/3845/836/3576",16
"hsa04620","Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","16/186","89/5972",0.179775280898876,5.77213966412952,8.13204021493304,9.91787890657870e-09,9.42198496124976e-08,4.54880160376918e-08,"3553/5594/1432/207/5295/208/3725/2353/6300/6696/841/8772/7189/1147/3551/3576",16
