"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05207","Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","19/235","134/5972",0.141791044776119,3.60330263575738,6.16822282008562,9.60228434344576e-07,0.000127117392164652,9.55094410164021e-05,"5970/3725/153/9970/7422/1139/332/1385/5894/5295/1386/572/896/4790/6197/7421/6256/688/1869",19
"hsa04933","Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","15/235","87/5972",0.172413793103448,4.38151137197359,6.43001945270322,1.12756483296521e-06,0.000127117392164652,9.55094410164021e-05,"5054/5970/3725/7422/183/2335/6772/1906/7423/5295/3383/1019/4790/6347/7042",15
"hsa04710","Organismal Systems","Environmental adaptation","hsa04710","Circadian rhythm","9/235","30/5972",0.3,7.62382978723404,7.36068969010791,1.34753419255815e-06,0.000127117392164652,9.55094410164021e-05,"9575/5187/79365/8553/1407/8864/1385/4783/9572",9
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","26/235","256/5972",0.1015625,2.58098404255319,5.23258631255846,6.69948282673678e-06,0.000473988409991627,0.000356130402894955,"5970/7422/7097/3575/2335/6446/356/2260/1385/7423/5894/2688/672/5295/3643/3912/1386/572/896/1019/4790/6696/3164/6256/2309/5106",26
"hsa04931","Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","13/235","90/5972",0.144444444444444,3.67073286052009,5.16659282385504,4.30551115161983e-05,0.00243691931181683,0.00183097526868886,"8660/5970/10062/183/1385/5295/3643/4790/6197/5106/6513/5500/6720",13
"hsa04960","Organismal Systems","Excretory system","hsa04960","Aldosterone-regulated sodium reabsorption","7/235","28/5972",0.25,6.3531914893617,5.74602400392247,7.78853524787022e-05,0.00367359245857879,0.0027601475790698,"6337/6446/3291/5295/3643/481/4306",7
"hsa05212","Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","11/235","73/5972",0.150684931506849,3.82932089769746,4.92231588947468,0.000113838887846234,0.00416564254086474,0.00312984858937949,"5970/7422/6772/1029/5894/5295/572/1019/4790/1869/7042",11
"hsa05161","Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","16/235","141/5972",0.113475177304965,2.88371812283084,4.58109178742399,0.000117756679600417,0.00416564254086474,0.00312984858937949,"5970/3725/7097/6554/332/356/6772/1385/5894/5295/1386/572/2002/4790/1869/7042",16
"hsa05200","Human Diseases","Cancer: overview","hsa05200","Pathways in cancer","32/235","414/5972",0.0772946859903382,1.96427176482681,4.11581069491492,0.000151444753398113,0.00461224955812896,0.00346540602842496,"5970/3725/7422/183/3575/8648/2335/332/356/6772/4855/4292/2260/1906/2767/7423/1029/5894/5295/9252/3912/572/896/1019/2002/2113/4790/6256/1869/6513/4843/7042",32
"hsa05206","Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","16/235","146/5972",0.10958904109589,2.78496065287088,4.4191106565462,0.000177978940425261,0.00461224955812896,0.00346540602842496,"8660/7422/4855/5328/8626/1029/23411/5894/672/1789/5295/9252/4790/1869/5243/7042",16
"hsa04068","Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","14/235","117/5972",0.11965811965812,3.04084378977996,4.51184620212668,0.000179274717807133,0.00461224955812896,0.00346540602842496,"8660/3575/6446/356/664/23411/5894/5295/1901/3643/2309/5106/114907/7042",14
"hsa04976","Organismal Systems","Digestive system","hsa04976","Bile secretion","8/235","44/5972",0.181818181818182,4.62050290135396,4.87816159099616,0.000264737155714375,0.00624338458893068,0.00469095661879858,"6554/949/481/6256/5243/9429/1244/6513",8
"hsa05140","Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","10/235","71/5972",0.140845070422535,3.579262810908,4.42463046365757,0.000410246678653358,0.00893075461991542,0.00671010761845979,"2209/5970/3725/7097/6772/2002/4790/4843/7042/3689",10
"hsa01523","Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","6/235","27/5972",0.222222222222222,5.64728132387707,4.89801327379703,0.000513907493629263,0.0100961761567396,0.00758574515031209,"5970/4790/9429/1244/239/1719",6
"hsa04926","Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","12/235","101/5972",0.118811881188119,3.01933852959764,4.14217859715969,0.000554078382727296,0.0100961761567396,0.00758574515031209,"5970/3725/7422/6019/1906/1385/7423/5894/5295/1386/4790/4843",12
"hsa04218","Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","15/235","146/5972",0.102739726027397,2.61090061206645,3.98818206438896,0.000570808545964078,0.0100961761567396,0.00758574515031209,"5054/5970/1029/23411/5894/5295/896/1019/2113/4790/2309/1869/3486/7042/5500",15
"hsa05146","Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","10/235","75/5972",0.133333333333333,3.38836879432624,4.21241836770279,0.0006416509516194,0.0106816011357818,0.00802560323387733,"5970/7097/2335/2767/5295/3912/4790/4843/7042/3689",10
"hsa04211","Organismal Systems","Aging","hsa04211","Longevity regulating pathway","10/235","76/5972",0.131578947368421,3.3437849944009,4.16160512755409,0.000713857839199214,0.0112234315829654,0.00843270663849363,"8660/5970/79602/1385/23411/5295/3643/1386/4790/2309",10
"hsa04722","Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","12/235","105/5972",0.114285714285714,2.90431610942249,3.98419593946486,0.000789347237097871,0.011475771720448,0.00862230198077182,"5970/3725/356/5894/5295/9252/7161/572/4790/6197/11213/2309",12
"hsa05142","Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","11/235","91/5972",0.120879120879121,3.07187280804302,4.03063283846077,0.000811008602151805,0.011475771720448,0.00862230198077182,"5054/5970/3725/7097/356/2767/5295/4790/6347/4843/7042",11
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","13/235","122/5972",0.10655737704918,2.70791768399023,3.85730481490984,0.00094033683520429,0.0126721583029911,0.00952120504818378,"5970/10062/356/6772/100506658/949/5894/5295/572/1019/4790/6256/1869",13
