	D1_p1_rep1_auto	D4_p1_rep1_auto	D8_p1_rep1_auto	D11_p1_rep1_auto	D14_p1_rep1_auto	D1_p1_rep2_auto	D4_p1_rep2_auto	D8_p1_rep2_auto	D11_p1_rep2_auto	D14_p1_rep2_auto	D1_p2_rep1_auto	D4_p2_rep1_auto	D8_p2_rep1_auto	D11_p2_rep1_auto	D14_p2_rep1_auto	D1_p2_rep2_auto	D4_p2_rep2_auto	D8_p2_rep2_auto	D11_p2_rep2_auto	D14_p2_rep2_auto	D1_p3_rep1_auto	D4_p3_rep1_auto	D8_p3_rep1_auto	D11_p3_rep1_auto	D14_p3_rep1_auto	D1_p3_rep2_auto	D4_p3_rep2_auto	D8_p3_rep2_auto	D11_p3_rep2_auto	D14_p3_rep2_auto	D1_p1_rep1_B	D4_p1_rep1_B	D8_p1_rep1_B	D11_p1_rep1_B	D14_p1_rep1_B	D1_p1_rep2_B	D4_p1_rep2_B	D8_p1_rep2_B	D11_p1_rep2_B	D14_p1_rep2_B	D1_p2_rep1_B	D4_p2_rep1_B	D8_p2_rep1_B	D11_p2_rep1_B	D14_p2_rep1_B	D1_p2_rep2_B	D4_p2_rep2_B	D8_p2_rep2_B	D11_p2_rep2_B	D14_p2_rep2_B	D1_p3_rep1_B	D4_p3_rep1_B	D8_p3_rep1_B	D11_p3_rep1_B	D14_p3_rep1_B	D1_p3_rep2_B	D4_p3_rep2_B	D8_p3_rep2_B	D11_p3_rep2_B	D14_p3_rep2_B
DPM1	9.24455614074394	9.42308450215748	9.20911193526674	9.21642649547249	9.10811777505756	9.36666377080258	9.35960462257508	9.34232406177575	9.18316890732203	9.27187506566792	9.26201985464078	9.37287863513838	9.39213447223941	9.24651357778194	9.20171205065583	9.21530427632259	9.42072310538906	9.40716528672538	9.26290568674775	9.35503926373852	9.17714927971986	9.47003230984349	9.31781618422274	9.47849565715255	9.3635346240982	9.39858279573324	9.25774140559634	9.49119773323324	9.39547024552969	9.6927655861187	9.43933060803348	9.57073135154206	9.60096806280357	9.44361650554974	9.61645146765207	9.4541656688025	9.45412027788304	9.46321846349667	9.38189313859157	9.60397057488152	9.37288295565647	9.506067117088	9.47746657701859	9.53361224847855	9.54248215178903	9.39953653623152	9.42242313870824	9.54857511300155	9.59592674890259	9.7353362230147	9.53932246759604	9.44281748621069	9.45837842074397	9.50863777514611	9.59419429593315	9.49895359581626	9.52743153029422	9.5538328272605	9.49633560550468	9.63589462866893
SCYL3	8.82603964699887	8.68623485191784	8.48931076355706	8.74058487279011	8.54158462143486	8.75127623109741	8.77306180105325	8.61849138043224	8.51502369005965	8.65477470780246	9.03778479505161	9.1644482633723	8.6619895889188	8.86366407192905	8.99909513948635	9.00482725817736	9.04678855557363	8.79613741629865	8.89219823619112	8.97238096616037	8.70318083630799	8.61424622444115	8.87436754877289	8.66550906462269	8.79703045741522	8.73686415701761	8.61851818238734	8.67155141532739	8.78272184513344	9.09795758620142	9.13473745648449	8.88979694200161	8.74903847765066	9.00132246433021	8.8264658907462	9.02416533510937	8.98368797416443	8.74975861975947	8.87781646659727	8.88072274157087	9.21008502431876	9.29429387767806	9.18371160844644	9.31196167390211	9.08431027810385	9.28532934633171	9.17074040513514	9.21792266075791	9.23359399068299	9.13331989935988	9.12744221515224	8.71948232060891	8.88869488557738	8.96268102371551	9.08300617875296	9.04681543365523	8.73992716353285	8.93411090259673	9.17056232233626	9.0572115898818
C1orf112	7.33820473932206	7.51747481114527	7.04499942404229	6.42087238931931	6.6144102497904	7.307856361148	7.66809470489115	7.29433093489641	6.28180953450904	6.44385716173917	6.54199173543693	6.23102049383119	7.1622802400664	6.32273817675509	6.69864334091891	6.24424219271295	6.503320640602	6.87848665451495	6.56566811271808	6.40170859236147	6.69340293657397	7.1596746703467	6.44283065064641	6.54385666397358	6.53182137272163	6.80359550948038	7.01027763484958	6.91849669302267	6.68145671787388	6.66326992535859	7.38057164362168	7.69260314319845	7.46727739926174	6.69606464597708	6.49804132667112	7.43214074673465	7.76908715993132	7.31700301149146	6.89358505350258	6.63132548377966	6.58504906584233	6.9375700112776	6.63207935610698	7.16872414473227	7.08052334966362	6.6870318588821	6.86149196115106	6.93804981845703	7.20326374800566	6.54475295398502	6.71521689814598	7.46608609708934	7.05140865569238	6.4422983721985	6.81586814908697	6.94865603778771	7.59775869920846	6.95743107814038	6.36951297312604	6.49367486329059
FGR	12.1300229445685	12.2931617578874	12.1215798077782	11.8572695539405	12.1696574489623	12.197423330347	12.3018775832138	12.2355124105226	11.8426463834807	12.286624322241	12.1598485404906	13.018776948439	12.6501962827308	12.7534348936463	12.9269118506809	12.2399985154448	13.1071583288381	12.6088879409666	12.9534253071797	12.8375039839519	11.1524247990775	11.3286999533329	11.307299324324	11.4676042366298	11.7710916804731	10.9667054207684	11.3181927343027	11.3330255248187	11.4254402515871	11.1075481843738	12.3179759433808	12.121417850142	11.5492064688598	11.4293283763247	11.8159696927034	12.3377857888552	12.1569615823273	11.4340310602402	11.575487913005	11.7430823808042	12.2507670012378	13.1059162662968	12.6918198659125	11.4234398212065	12.0697890925047	12.2692477049643	12.7908641155765	12.6539739796515	12.1985212557459	11.211463832067	10.9718991800832	11.0015346723958	11.2398042980609	11.4630743833377	11.7989933274991	11.1290593123758	10.9504856569235	11.2275969252321	11.5410048000917	11.6114359414919
FUCA2	7.80554513139064	8.03737969165125	8.33577126034337	8.63537350477399	8.62899640940567	7.86222597087031	8.21758935604182	8.51007236537601	8.48955901833313	8.66436892582024	8.7784250165106	8.3668417140083	8.55016700704897	8.91745569783901	8.62694005381731	8.570135193332	8.50383622741943	8.49979529872048	8.82363359460885	8.7631590028603	9.22174234631825	9.32173035286242	9.32015645480808	9.34995108626776	9.4139244034227	9.18608570441044	9.38841680079683	9.38918547242845	9.41729746588503	9.24363286182896	7.9354827985852	8.3014208044409	8.68762032704839	8.95374348089074	8.69808032381051	8.06168700100158	8.07958922494475	9.0256063682401	8.95133089232737	8.56987423236914	8.86394404325388	8.59592954069	8.69988520642776	8.45582374392692	8.32941324115428	8.83030577578848	8.39686067987451	8.70908827272877	8.42005109457483	8.38707377551435	9.29763811268086	9.43045163249554	9.46552805990837	9.56533044849593	9.31238170457199	9.28523908512355	9.35518754180768	9.59706959127498	9.45406358628642	9.43385940471151
GCLC	10.9980063237801	10.9640005363897	11.2077343149628	11.2414119071111	11.3699271128026	10.9584728524177	10.994586000843	11.2499268311303	11.2580897459027	11.2873011856243	10.5180840060779	10.4999634514519	11.0244303082201	10.8457012752535	10.7860411847629	10.4850673040973	10.3602251179214	10.8394795736049	10.8581340373168	10.7697001405249	10.8323816343195	11.0159978097403	11.0947982411346	11.2016815609635	10.9891911034102	10.9950933045415	10.9556884856537	11.0732939890706	11.1366483819424	11.2513986916	11.1334090236744	11.2477869345427	11.314159551737	11.6008428334204	11.3519076941653	11.1260220567057	11.2775425053764	11.4992036361519	11.5771965053137	11.3733580315435	10.815436654761	10.5237770478259	10.9766078989955	11.492741247943	10.9857147702857	10.8267083709972	10.7576627046637	10.9229362293064	11.1995085508491	11.1788285636987	11.2711500901358	11.2490430389025	11.2342336592665	11.3497447908754	11.2729650663829	11.236349954245	11.3088380197753	11.250737446485	11.3758129993152	11.3648355103953
NFYA	10.0627393359475	10.0607735583759	9.85339002157584	9.80866877137731	9.89273214408275	10.0261922548658	10.0310364658667	9.78292814364699	9.91170434043398	9.81033971079442	10.0648514942431	10.5247783033903	10.2565013748688	9.93521452643141	9.88074017153794	10.1125982043385	10.502928273152	10.1239642104983	9.84600529187145	9.93034322510203	10.1502927013114	10.1988535472342	10.12788026559	10.2221038838872	10.1369213521988	10.2410239101037	10.1372207809511	9.99781820455917	10.267964604181	10.2406165633009	10.2460710576355	10.125532630448	9.99561745009594	10.0829103728221	10.4271379240516	10.2889387660996	10.19996743444	10.1363274361801	10.0388628105466	10.539953482612	10.3350144032955	10.7396125283612	10.7771447886679	10.4055999222269	10.2631801785153	10.4555465764323	10.9154615106983	10.66516656545	10.2665620483693	9.97965198052328	10.5783647830377	10.5232264143328	10.2313412529845	10.4767815510402	10.2536056420437	10.4597560913544	10.4115836883657	10.3392070819813	10.345372991559	10.3300295028712
STPG1	6.47809260886083	5.89974234862457	5.78269934969953	6.17609861562482	6.20806259368384	6.52932429028384	6.28940140451432	5.65908328880245	6.28180953450904	6.1205006183378	6.76006398761927	7.45622179262939	6.59492392393562	6.72792026058403	6.74879039132311	6.88058771958588	7.31806155662366	7.01977766777877	6.54452176351882	6.81247389623479	6.99414888160724	6.89520552173733	6.8708456670589	6.84576301272573	7.43807327334765	7.452233757134	6.92847362135577	7.0108605217187	6.73805466527139	6.92210850313186	6.54108699033465	6.50729074447789	5.99464107576085	6.58287907718685	7.16526701614007	6.5908113441556	6.47359947573675	6.4302470060105	6.44415416698686	6.9404369996128	6.96942737021288	7.55756384199166	6.71868634350419	6.03034590708139	6.45615860914782	7.02114689523493	7.51273684267915	6.905653045199	6.43263202770373	6.45737271681637	7.3525125633144	7.24666598127165	6.70989313471066	7.23865749779157	7.33281465452137	7.45165469665151	7.23817133267425	7.34918273191741	6.83245191045337	7.3477535527739
NIPAL3	9.87391249933703	9.40887872678899	9.85454431565541	9.90066898394143	10.1664632293371	9.68100363172593	9.35603018844667	9.65487676580246	9.8193337121365	9.96390971237206	9.96000773804634	9.91549899233819	9.78071832466426	10.0080978922725	9.9304730961698	9.9282517559656	9.76835216375864	9.80874677355159	9.82642755542016	9.7913755181963	9.83029560140789	9.70697418002051	10.0552827352426	10.0241878217263	9.99667962756519	9.9113648179116	9.90030196105511	9.99781820455917	10.0280424860469	10.0905716347582	9.92554472038521	9.66304923700845	9.83494635322367	10.0312628728597	10.0170820407225	9.91693940507572	9.69226924397755	9.98897293036722	10.0895442086005	10.0362168033691	10.2223556319138	10.0881523107078	9.93000711701132	9.4980996400831	9.43826384528807	10.1696793284895	10.1167644239557	9.88126808309554	9.75804382389472	9.03614729307088	10.1767334310165	10.2226378613876	10.1988199431303	10.3614571085771	10.1739944887383	10.096137698732	10.0894933580416	10.291938489619	10.2943734920324	10.1847935875721
LAS1L	9.91471293186268	10.2457958202812	9.94834941607567	10.0400215336614	10.0178421376191	9.96037951670179	10.2538722764774	9.92106711301117	10.0149700057268	10.1614646182849	9.95033957351698	9.90608552784793	10.3815627554619	9.89466431321364	9.69924722576849	9.86983454220725	9.83907358258263	10.3573102104807	9.94413941253612	9.72274218465827	9.71023932340656	9.55450662984112	9.60563323896301	9.44517152399152	9.54302612720971	9.75145518077412	9.60575783159371	9.72536225749712	9.38664604461319	9.14556870646824	10.1453563846792	10.4130902204611	10.2223267430916	10.1035755916762	10.223571517887	10.202595196189	10.4276524088389	10.3567343549118	10.1660144324285	10.2097729882868	10.1852659766869	10.0597870509047	10.1686914349711	9.77740206762142	9.73073399043346	10.1058242993913	9.92188071723166	10.0636193648864	9.82835380975823	9.64759218972925	9.78017733080221	10.0779220688753	9.66710247251131	9.62136547668513	9.60097469853171	9.75746272199769	9.75314382897266	9.61364176884839	9.52554614600284	9.485588262899
