"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05206","Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","9/49","139/5665",0.0647482014388489,7.48568492145059,7.23109253549816,2.21963404185967e-06,0.00029323127822086,0.000206888640110308,"7157/672/5243/595/2146/4170/4318/6464/23411",9
"hsa05418","Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","8/49","108/5665",0.0740740740740741,8.56386999244142,7.41279257316885,3.17006787265794e-06,0.00029323127822086,0.000206888640110308,"7157/2353/1499/3383/4318/1728/7124/4208",8
"hsa05224","Human Diseases","Cancer: specific types","hsa05224","Breast cancer","7/49","112/5665",0.0625,7.22576530612245,6.21561394485291,4.23437164384051e-05,0.00254549171258386,0.00179596570333086,"7157/2353/672/595/1499/6464/10912",7
"hsa04210","Cellular Processes","Cell growth and death","hsa04210","Apoptosis","7/49","121/5665",0.0578512396694215,6.68831168831169,5.90759307160335,6.95759950900386e-05,0.00254549171258386,0.00179596570333086,"7157/2353/8837/4170/7124/8795/10912",7
"hsa05417","Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","8/49","167/5665",0.0479041916167665,5.53831113283637,5.56027468827192,7.75632923320545e-05,0.00254549171258386,0.00179596570333086,"7157/2353/3308/3383/4318/7124/8795/6648",8
"hsa05213","Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","5/49","53/5665",0.0943396226415094,10.9068155564112,6.76798354069189,8.25564879756927e-05,0.00254549171258386,0.00179596570333086,"7157/2309/595/1499/10912",5
"hsa05216","Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","4/49","32/5665",0.125,14.4515306122449,7.12726539348242,0.000148705167921727,0.00393006515221708,0.00277284824395401,"7157/595/1499/10912",4
"hsa04936","Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","6/49","100/5665",0.06,6.93673469387755,5.59449860223327,0.000196933309357431,0.0045540827788906,0.00321312241583177,"2309/718/595/1499/7124/23411",6
"hsa04115","Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","5/49","70/5665",0.0714285714285714,8.25801749271137,5.70706866648158,0.000311851192758029,0.00530490643677582,0.00374286428540655,"7157/595/8795/7161/10912",5
"hsa05167","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","7/49","154/5665",0.0454545454545455,5.25510204081633,5.00035970718127,0.000315057639858148,0.00530490643677582,0.00374286428540655,"7157/2353/718/595/1499/3091/3383",7
