"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05200","Human Diseases","Cancer: overview","hsa05200","Pathways in cancer","75/542","386/5665",0.194300518134715,2.0308347513527,6.8234805822702,5.93184765558591e-10,1.87446385916515e-07,1.38617913635797e-07,"3479/596/2033/5925/890/1387/405/8900/5566/1050/1728/581/598/1441/4313/3600/6688/2944/5604/7040/2100/5366/4780/1017/894/3728/1869/1436/2950/7048/7043/332/2353/2335/54583/317/51561/1019/3845/3162/7852/6772/6654/7477/7471/6777/836/10018/4616/10912/2322/4149/23604/5601/4853/4791/2771/387/2113/2247/355/5970/6774/841/2034/3320/3592/3574/6513/3091/1906/5747/1495/2885/3912",75
"hsa05161","Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","37/542","137/5665",0.27007299270073,2.8228108923425,7.02452510784027,2.49098907464891e-09,3.93576273794528e-07,2.91052407669505e-07,"468/7124/596/2033/5925/890/1387/8900/581/1386/5604/7040/7529/1017/7099/1869/7048/7043/332/2353/10488/317/3845/6772/6654/6777/836/3654/5601/355/4214/5970/6554/6774/841/3661/2885",37
"hsa05202","Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","35/542","130/5665",0.269230769230769,2.81400794777179,6.8053605113988,7.46555192218146e-09,7.86371469136447e-07,5.81527202359398e-07,"1649/3479/1051/1025/890/958/5327/8900/1050/581/598/1053/6688/2321/1991/472/648/894/3728/1436/7048/8864/4353/5328/4616/10912/2322/4149/3684/5079/5970/604/4066/3398/5747",35
"hsa05166","Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","44/542","198/5665",0.222222222222222,2.32267322673227,6.16182994736197,5.19397141982379e-08,2.81418914034014e-06,2.08111255548138e-06,"468/7124/2033/5925/7514/890/1387/958/8900/5566/581/598/3600/6688/1386/5604/5423/3112/7040/472/1017/894/1869/7048/7043/2353/10488/7132/1019/3845/996/9133/6777/706/5601/8850/4791/3122/2113/4214/5970/3383/8379/6513",44
"hsa04210","Cellular Processes","Cell growth and death","hsa04210","Apoptosis","32/542","121/5665",0.264462809917355,2.76417309627642,6.38000996145315,5.32342669632381e-08,2.81418914034014e-06,2.08111255548138e-06,"468/1649/7124/596/1509/142/1075/581/598/5604/472/5366/8743/332/2353/317/8837/8739/7132/3845/836/10018/4616/10912/1513/4170/5601/60/355/5970/841/7277",32
"hsa04068","Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","31/542","115/5665",0.269565217391304,2.81750360981871,6.404375661221,5.34339710191166e-08,2.81418914034014e-06,2.08111255548138e-06,"3479/2033/1387/5604/7040/472/1017/51701/894/8743/7048/3667/7043/8660/23411/3845/847/9133/6654/10018/5347/901/4616/10912/5601/3643/5106/604/9454/6774/2885",31
"hsa05417","Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","38/542","167/5665",0.227544910179641,2.37830611839053,5.88031565372487,2.29910304390478e-07,9.95878968071076e-06,7.36459463396998e-06,"468/1649/7124/596/958/581/598/6348/4780/7099/8743/2353/317/7132/3845/3949/836/3654/3309/4689/5601/387/834/6352/355/5970/3308/3383/6774/7436/841/3661/3320/3592/3606/5747/3303/653361",38
"hsa05207","Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","33/542","135/5665",0.244444444444444,2.55494054940549,5.94726369987222,2.52121257739513e-07,9.95878968071076e-06,7.36459463396998e-06,"1545/468/596/196/5925/405/5566/2944/1386/5604/2052/2100/1869/332/2353/10488/9049/993/3845/6654/7471/6777/4853/2771/154/2247/5970/604/6774/3320/688/9970/2885",33
"hsa05206","Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","33/542","139/5665",0.237410071942446,2.48141708035785,5.75146385948785,5.22332725705464e-07,1.83396823692141e-05,1.35623234042822e-05,"1545/596/2033/1387/5604/472/648/894/1869/3667/8660/7057/5328/993/6624/23411/3845/3162/994/6654/836/8626/10018/3925/4170/4853/387/6774/27165/6659/4363/2885/1786",33
"hsa04115","Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","21/542","70/5665",0.3,3.13560885608856,5.84749387260217,1.17095113668535e-06,3.70020559192569e-05,2.73632791941207e-05,"3479/596/581/598/472/983/5366/1017/894/7057/317/64326/1019/9133/3732/836/901/4616/10912/355/841",21
