,x
1,TMEM176A
2,GAS7
3,MMP25
4,IL32
5,STAB1
6,CD4
7,OSBPL5
8,PRKCH
9,SH2D2A
10,FNIP2
11,TBXAS1
12,GNA15
13,PDZD4
14,FSCN1
15,IL12RB2
16,FCN1
17,LYZ
18,ITGA6
19,NRP1
20,MMP9
21,CST3
22,NKG7
23,LILRB5
24,CDK6
25,AHR
26,TMEM176B
27,LGALS3BP
28,CCL2
29,INPP4B
30,SPARC
31,ITK
32,PDE4D
33,ID2
34,CD2
35,GBP1
36,CCR2
37,TMIGD3
38,F13A1
39,TRERF1
40,CFP
41,RNASE1
42,LDLR
43,APOE
44,CHI3L1
45,GIMAP6
46,MICAL2
47,ANXA1
48,OASL
49,GPNMB
50,AOAH
51,CYP1B1
52,SLC40A1
53,LPAR6
54,HAPLN3
55,TRPM2
56,PAM
57,CD226
58,PDE3B
59,CD8A
60,TNIK
61,VSIG4
62,GNAQ
63,TIAM1
64,ETS2
65,NBL1
66,FCER1G
67,DHRS3
68,S100A9
69,ICOS
70,CCR1
71,SAMD3
72,FOLR2
73,IFI27
74,BEX3
75,SEMA6B
76,RAB3IL1
77,CX3CR1
78,NSG1
79,CD14
80,TMEM37
81,CXCR6
82,CTSW
83,CD7
84,A2M
85,KCTD12
86,RTKN2
87,CSF1R
88,RFLNB
89,FPR3
90,DAPK1
91,GZMM
92,CD247
93,TRBC1
94,TRDC
95,GIMAP1
96,LAT
97,TNFRSF25
98,CEBPD
99,C12orf75
100,CASP4LP
101,SELENOP
102,CCL5
103,PIK3R6
104,ENSG00000286185
105,ENSG00000289316
